articleName,quantity,netRevenue,vatAmount,dueAmount,hourStart,date,hour,dayOfWeek
"Leergut 0,25 EUR",1.0,0.21,0.04,0.25,2026-05-03 15:00:00,2026-05-03,15,6
"Monster Energy 0,5l",1.0,1.85,0.35,2.2,2026-05-03 15:00:00,2026-05-03,15,6
"Mezzo Mix 0,4L Glas Mehrweg",1.0,1.26,0.24,1.5,2026-05-03 15:00:00,2026-05-03,15,6
Beef Jerky Original,1.0,2.34,0.16,2.5,2026-05-03 16:00:00,2026-05-03,16,6
Paprika Chips,1.0,2.33,0.17,2.5,2026-05-03 16:00:00,2026-05-03,16,6
"Leergut 0,15 EUR",1.0,0.13,0.02,0.15,2026-05-03 16:00:00,2026-05-03,16,6
"Leergut 0,25 EUR",1.0,0.21,0.04,0.25,2026-05-03 16:00:00,2026-05-03,16,6
"Monster Energy 0,5l",1.0,1.85,0.35,2.2,2026-05-03 16:00:00,2026-05-03,16,6
Teinacher classic,1.0,1.01,0.19,1.2,2026-05-03 16:00:00,2026-05-03,16,6
"Yayla Ayran Tetra 0,25L",1.0,1.01,0.19,1.2,2026-05-03 17:00:00,2026-05-03,17,6
Bio cookies & choc fairness 45g,1.0,1.12,0.08,1.2,2026-05-03 17:00:00,2026-05-03,17,6
"Leergut 0,25 EUR",1.0,0.21,0.04,0.25,2026-05-03 17:00:00,2026-05-03,17,6
DPG Vitamin Well Hydrate,1.0,1.64,0.31,1.95,2026-05-03 17:00:00,2026-05-03,17,6
"Leergut 0,25 EUR",1.0,0.21,0.04,0.25,2026-05-04 09:00:00,2026-05-04,9,0
DPG Vitamin Well Reload,1.0,1.64,0.31,1.95,2026-05-04 09:00:00,2026-05-04,9,0
Barebells Soft Protein Coco Choco 55g,1.0,3.08,0.22,3.3,2026-05-04 10:00:00,2026-05-04,10,0
"Leergut 0,25 EUR",2.0,0.42,0.08,0.5,2026-05-04 10:00:00,2026-05-04,10,0
"Red Bull 0,25",2.0,1.43,0.27,1.7,2026-05-04 10:00:00,2026-05-04,10,0
Tempo fresh to go Protect,1.0,1.68,0.32,2.0,2026-05-04 11:00:00,2026-05-04,11,0
Koro Protein Bar Schoko Brownie,2.0,4.67,0.33,5.0,2026-05-04 12:00:00,2026-05-04,12,0
"Leergut 0,15 EUR",2.0,0.25,0.05,0.3,2026-05-04 12:00:00,2026-05-04,12,0
"Coca Cola Zero 0,4L Glas Mehrweg",2.0,2.52,0.48,3.0,2026-05-04 12:00:00,2026-05-04,12,0
"Leergut 0,25 EUR",2.0,0.42,0.08,0.5,2026-05-04 13:00:00,2026-05-04,13,0
"Red Bull 0,25",2.0,1.43,0.27,1.7,2026-05-04 13:00:00,2026-05-04,13,0
Airwaves Menth & Eucalypt,3.0,2.8,0.2,3.0,2026-05-04 14:00:00,2026-05-04,14,0
"Leergut 0,15 EUR",1.0,0.13,0.02,0.15,2026-05-04 14:00:00,2026-05-04,14,0
"Leergut 0,25 EUR",2.0,0.42,0.08,0.5,2026-05-04 14:00:00,2026-05-04,14,0
"Red Bull 0,25",1.0,1.07,0.2,1.27,2026-05-04 14:00:00,2026-05-04,14,0
DPG Vitamin Well Reload,1.0,1.64,0.31,1.95,2026-05-04 14:00:00,2026-05-04,14,0
"Coca Cola Zero 0,4L Glas Mehrweg",1.0,1.26,0.24,1.5,2026-05-04 14:00:00,2026-05-04,14,0
Protein Bar Vanilla Stracci,1.0,0.93,0.07,1.0,2026-05-04 16:00:00,2026-05-04,16,0
HOMEMADE BUN Veggie Laugenecke Tom Moz,1.0,2.34,0.16,2.5,2026-05-04 16:00:00,2026-05-04,16,0
"Yayla Ayran Tetra 0,25L",1.0,1.01,0.19,1.2,2026-05-04 16:00:00,2026-05-04,16,0
GIANT Yoghurt Flapjack Banana,1.0,1.12,0.08,1.2,2026-05-04 16:00:00,2026-05-04,16,0
"Bio creamy cocos fairness 37,5g",1.0,1.13,0.07,1.2,2026-05-04 16:00:00,2026-05-04,16,0
"Leergut 0,25 EUR",2.0,0.42,0.08,0.5,2026-05-04 16:00:00,2026-05-04,16,0
"Red Bull 0,25",2.0,2.14,0.4,2.54,2026-05-04 16:00:00,2026-05-04,16,0
Airwaves Menth & Eucalypt,1.0,0.93,0.07,1.0,2026-05-04 17:00:00,2026-05-04,17,0
La Magnum Almond,1.0,2.52,0.18,2.7,2026-05-04 17:00:00,2026-05-04,17,0
HOMEMADE Breakfastcup 285g,1.0,2.9,0.2,3.1,2026-05-04 17:00:00,2026-05-04,17,0
GIANT Yoghurt Flapjack Banana,1.0,1.12,0.08,1.2,2026-05-04 17:00:00,2026-05-04,17,0
"Leergut 0,15 EUR",6.0,0.76,0.14,0.9,2026-05-04 17:00:00,2026-05-04,17,0
Teinacher classic,2.0,2.02,0.38,2.4,2026-05-04 17:00:00,2026-05-04,17,0
"Mezzo Mix 0,4L Glas Mehrweg",1.0,1.26,0.24,1.5,2026-05-04 17:00:00,2026-05-04,17,0
"Coca Cola 0,4L Glas Mehrweg",1.0,1.26,0.24,1.5,2026-05-04 17:00:00,2026-05-04,17,0
"Coca Cola Zero 0,4L Glas Mehrweg",1.0,1.26,0.24,1.5,2026-05-04 17:00:00,2026-05-04,17,0
FUZE T PFIRSICH,1.0,1.43,0.27,1.7,2026-05-04 17:00:00,2026-05-04,17,0
Protein Bar Chocolate,1.0,0.93,0.07,1.0,2026-05-04 18:00:00,2026-05-04,18,0
Beef Jerky Original,1.0,2.34,0.16,2.5,2026-05-04 18:00:00,2026-05-04,18,0
Kinderriegel,1.0,0.47,0.03,0.5,2026-05-04 18:00:00,2026-05-04,18,0
"Leergut 0,15 EUR",1.0,0.13,0.02,0.15,2026-05-04 18:00:00,2026-05-04,18,0
"Leergut 0,25 EUR",1.0,0.21,0.04,0.25,2026-05-04 18:00:00,2026-05-04,18,0
DPG Vitamin Well Reload,1.0,1.64,0.31,1.95,2026-05-04 18:00:00,2026-05-04,18,0
Teinacher classic,1.0,1.01,0.19,1.2,2026-05-04 18:00:00,2026-05-04,18,0
HOMEMADE BUN VEGAN,1.0,2.34,0.16,2.5,2026-05-05 07:00:00,2026-05-05,7,1
Deostick Sweet Summer,1.0,3.32,0.63,3.95,2026-05-05 09:00:00,2026-05-05,9,1
Airwaves Menth & Eucalypt,1.0,0.93,0.07,1.0,2026-05-05 10:00:00,2026-05-05,10,1
Gilette Disposable razor,1.0,3.11,0.59,3.7,2026-05-05 10:00:00,2026-05-05,10,1
Rexona Deo Men Cobalt Dry,1.0,3.28,0.62,3.9,2026-05-05 10:00:00,2026-05-05,10,1
Starbucks Caramel Macchiato,1.0,2.76,0.19,2.95,2026-05-05 10:00:00,2026-05-05,10,1
Airwaves Menth & Eucalypt Box,1.0,2.71,0.19,2.9,2026-05-05 10:00:00,2026-05-05,10,1
Koro Protein Bar Schoko Brownie,1.0,2.34,0.16,2.5,2026-05-05 11:00:00,2026-05-05,11,1
"Leergut 0,08 EUR",1.0,0.07,0.01,0.08,2026-05-05 11:00:00,2026-05-05,11,1
Welde Alkoholfrei,1.0,1.43,0.27,1.7,2026-05-05 11:00:00,2026-05-05,11,1
Twix Ice Cream Eisriegel,1.0,2.34,0.16,2.5,2026-05-05 12:00:00,2026-05-05,12,1
Koro Protein Bar Schoko Brownie,2.0,4.67,0.33,5.0,2026-05-05 12:00:00,2026-05-05,12,1
"Leergut 0,08 EUR",2.0,0.13,0.03,0.16,2026-05-05 12:00:00,2026-05-05,12,1
"Leergut 0,25 EUR",2.0,0.42,0.08,0.5,2026-05-05 12:00:00,2026-05-05,12,1
Red Bull Green Edition,1.0,1.07,0.2,1.27,2026-05-05 12:00:00,2026-05-05,12,1
Red Bull Blue Edition,1.0,1.06,0.21,1.27,2026-05-05 12:00:00,2026-05-05,12,1
Welde Slow,2.0,2.86,0.54,3.4,2026-05-05 12:00:00,2026-05-05,12,1
"Leergut 0,15 EUR",1.0,0.13,0.02,0.15,2026-05-05 14:00:00,2026-05-05,14,1
"Coca Cola Zero 0,4L Glas Mehrweg",1.0,1.26,0.24,1.5,2026-05-05 14:00:00,2026-05-05,14,1
KitKat,1.0,0.93,0.07,1.0,2026-05-05 16:00:00,2026-05-05,16,1
"Leergut 0,15 EUR",1.0,0.13,0.02,0.15,2026-05-05 16:00:00,2026-05-05,16,1
"Coca Cola Zero 0,4L Glas Mehrweg",1.0,1.26,0.24,1.5,2026-05-05 16:00:00,2026-05-05,16,1
Beef Jerky Original,1.0,2.34,0.16,2.5,2026-05-05 17:00:00,2026-05-05,17,1
Toothpaste Blenda Med,1.0,1.6,0.3,1.9,2026-05-05 17:00:00,2026-05-05,17,1
GO FRESH Wrap Thunfisch,1.0,3.55,0.25,3.8,2026-05-05 17:00:00,2026-05-05,17,1
XL Laugenbrezel 130g FG,1.0,1.31,0.09,1.4,2026-05-05 17:00:00,2026-05-05,17,1
Smothie Froosh Pineapple 250ml,1.0,2.02,0.38,2.4,2026-05-05 17:00:00,2026-05-05,17,1
Bio poppy & vanilla fairness 45g,1.0,1.12,0.08,1.2,2026-05-05 17:00:00,2026-05-05,17,1
"Leergut 0,08 EUR",1.0,0.07,0.01,0.08,2026-05-05 17:00:00,2026-05-05,17,1
Welde Alkoholfrei,1.0,1.43,0.27,1.7,2026-05-05 17:00:00,2026-05-05,17,1
GO FRESH Wrap Thunfisch,1.0,3.55,0.25,3.8,2026-05-05 18:00:00,2026-05-05,18,1
Riegel Vegan Peanut Caramel 55g Barebell,1.0,2.69,0.51,3.2,2026-05-05 18:00:00,2026-05-05,18,1
"Leergut 0,25 EUR",1.0,0.21,0.04,0.25,2026-05-05 18:00:00,2026-05-05,18,1
DPG Vitamin Well Hydrate,1.0,1.64,0.31,1.95,2026-05-05 18:00:00,2026-05-05,18,1
"Leergut 0,25 EUR",1.0,0.21,0.04,0.25,2026-05-05 19:00:00,2026-05-05,19,1
DPG Vitamin Well Reload,1.0,1.64,0.31,1.95,2026-05-05 19:00:00,2026-05-05,19,1
HOMEMADE Breakfastcup 285g,1.0,2.9,0.2,3.1,2026-05-05 22:00:00,2026-05-05,22,1
Hausmacher Leberwurst 200g Dose,1.0,3.64,0.26,3.9,2026-05-06 09:00:00,2026-05-06,9,2
Koro Protein Bar Schoko Brownie,2.0,4.67,0.33,5.0,2026-05-06 11:00:00,2026-05-06,11,2
Protein Bar Chocolate,1.0,0.93,0.07,1.0,2026-05-06 12:00:00,2026-05-06,12,2
La Magnum Almond,1.0,2.52,0.18,2.7,2026-05-06 12:00:00,2026-05-06,12,2
Twix Ice Cream Eisriegel,1.0,2.34,0.16,2.5,2026-05-06 12:00:00,2026-05-06,12,2
Airwaves Menth & Eucalypt,1.0,0.93,0.07,1.0,2026-05-06 13:00:00,2026-05-06,13,2
Koro Protein Bar Schoko Brownie,1.0,2.34,0.16,2.5,2026-05-06 13:00:00,2026-05-06,13,2
"Leergut 0,08 EUR",1.0,0.07,0.01,0.08,2026-05-06 13:00:00,2026-05-06,13,2
Welde Alkoholfrei,1.0,1.43,0.27,1.7,2026-05-06 13:00:00,2026-05-06,13,2
Duplo,1.0,0.47,0.03,0.5,2026-05-06 14:00:00,2026-05-06,14,2
BLACK FOREST ICE CREAM Schokolade 100ml,1.0,2.33,0.17,2.5,2026-05-06 14:00:00,2026-05-06,14,2
Mentos Gum Pure Frost,1.0,3.27,0.23,3.5,2026-05-06 14:00:00,2026-05-06,14,2
HOMEMADE BUN VEGAN,1.0,2.34,0.16,2.5,2026-05-06 14:00:00,2026-05-06,14,2
"Leergut 0,15 EUR",1.0,0.13,0.02,0.15,2026-05-06 14:00:00,2026-05-06,14,2
"Leergut 0,25 EUR",3.0,0.63,0.12,0.75,2026-05-06 14:00:00,2026-05-06,14,2
Red Bull Green Edition,1.0,0.71,0.14,0.85,2026-05-06 14:00:00,2026-05-06,14,2
"Red Bull 0,25",1.0,0.72,0.13,0.85,2026-05-06 14:00:00,2026-05-06,14,2
YFood Trink Vanilla,1.0,4.58,0.32,4.9,2026-05-06 14:00:00,2026-05-06,14,2
"Coca Cola Zero 0,4L Glas Mehrweg",1.0,1.26,0.24,1.5,2026-05-06 14:00:00,2026-05-06,14,2
Paprika Chips,1.0,2.34,0.16,2.5,2026-05-06 15:00:00,2026-05-06,15,2
Smothie Froosh Pineapple 250ml,1.0,2.02,0.38,2.4,2026-05-06 15:00:00,2026-05-06,15,2
"Leergut 0,25 EUR",1.0,0.21,0.04,0.25,2026-05-06 15:00:00,2026-05-06,15,2
DPG Vitamin Well Hydrate,1.0,1.64,0.31,1.95,2026-05-06 15:00:00,2026-05-06,15,2
Graci Müsli light,1.0,3.64,0.26,3.9,2026-05-06 16:00:00,2026-05-06,16,2
La Nogger Choc,1.0,1.87,0.13,2.0,2026-05-06 16:00:00,2026-05-06,16,2
La Magnum Almond,1.0,2.52,0.18,2.7,2026-05-06 16:00:00,2026-05-06,16,2
La Magnum Classic,2.0,5.05,0.35,5.4,2026-05-06 16:00:00,2026-05-06,16,2
Twix Ice Cream Eisriegel,1.0,2.34,0.16,2.5,2026-05-06 16:00:00,2026-05-06,16,2
HOMEMADE BUN Salami,1.0,2.34,0.16,2.5,2026-05-06 16:00:00,2026-05-06,16,2
HOMEMADE Breakfastcup 285g,1.0,2.9,0.2,3.1,2026-05-06 16:00:00,2026-05-06,16,2
BIO Hafer Drink Moccaccino 12 x 235ml Oa,1.0,1.89,0.36,2.25,2026-05-06 16:00:00,2026-05-06,16,2
Mein Glück Milch Kakao,1.0,3.98,0.27,4.25,2026-05-06 16:00:00,2026-05-06,16,2
Koro Protein Bar Schoko Brownie,1.0,2.34,0.16,2.5,2026-05-06 16:00:00,2026-05-06,16,2
Gepa Schokolade Noir Edelbitter 100g,1.0,2.57,0.18,2.75,2026-05-06 16:00:00,2026-05-06,16,2
"Leergut 0,15 EUR",2.0,0.26,0.04,0.3,2026-05-06 16:00:00,2026-05-06,16,2
Teinacher Mineralwasser Naturell 0.33,1.0,1.01,0.19,1.2,2026-05-06 16:00:00,2026-05-06,16,2
Teinacher classic,1.0,1.01,0.19,1.2,2026-05-06 16:00:00,2026-05-06,16,2
Paprika Chips,1.0,2.34,0.16,2.5,2026-05-06 18:00:00,2026-05-06,18,2
"Leergut 0,15 EUR",1.0,0.13,0.02,0.15,2026-05-06 18:00:00,2026-05-06,18,2
"Coca Cola Zero 0,4L Glas Mehrweg",1.0,1.26,0.24,1.5,2026-05-06 18:00:00,2026-05-06,18,2
GO FRESH Wrap Chicken Chi,1.0,3.55,0.25,3.8,2026-05-06 19:00:00,2026-05-06,19,2
Laugenbrezel mit Butter,2.0,3.36,0.24,3.6,2026-05-06 19:00:00,2026-05-06,19,2
HOMEMADE BUN HAM,1.0,2.34,0.16,2.5,2026-05-06 19:00:00,2026-05-06,19,2
HOMEMADE BUN Veggie Laugenecke Tom Moz,2.0,4.67,0.33,5.0,2026-05-06 19:00:00,2026-05-06,19,2
Koro Protein Bar Schoko Brownie,1.0,2.34,0.16,2.5,2026-05-06 19:00:00,2026-05-06,19,2
"Leergut 0,25 EUR",3.0,0.63,0.12,0.75,2026-05-06 19:00:00,2026-05-06,19,2
"Red Bull 0,25",3.0,2.5,0.47,2.97,2026-05-06 19:00:00,2026-05-06,19,2
"Leergut 0,25 EUR",1.0,0.21,0.04,0.25,2026-05-07 09:00:00,2026-05-07,9,3
"Red Bull 0,25",1.0,1.07,0.2,1.27,2026-05-07 09:00:00,2026-05-07,9,3
Koro Protein Bar Schoko Brownie,1.0,2.33,0.17,2.5,2026-05-07 11:00:00,2026-05-07,11,3
Koro Protein Bar Peanut Chocolate,1.0,2.06,0.14,2.2,2026-05-07 11:00:00,2026-05-07,11,3
"Leergut 0,25 EUR",1.0,0.21,0.04,0.25,2026-05-07 11:00:00,2026-05-07,11,3
"Red Bull 0,25",1.0,1.07,0.2,1.27,2026-05-07 11:00:00,2026-05-07,11,3
HOMEMADE BUN VEGAN,1.0,2.33,0.17,2.5,2026-05-07 12:00:00,2026-05-07,12,3
Koro Protein Bar Schoko Brownie,1.0,2.34,0.16,2.5,2026-05-07 12:00:00,2026-05-07,12,3
"Leergut 0,08 EUR",1.0,0.07,0.01,0.08,2026-05-07 12:00:00,2026-05-07,12,3
"Leergut 0,25 EUR",2.0,0.42,0.08,0.5,2026-05-07 12:00:00,2026-05-07,12,3
DPG Vitamin Well Reload,2.0,3.28,0.62,3.9,2026-05-07 12:00:00,2026-05-07,12,3
Welde Alkoholfrei,1.0,1.43,0.27,1.7,2026-05-07 12:00:00,2026-05-07,12,3
Laugenbrezel mit Pfeffer,1.0,1.68,0.12,1.8,2026-05-07 13:00:00,2026-05-07,13,3
HOMEMADE BUN HAM,1.0,2.34,0.16,2.5,2026-05-07 13:00:00,2026-05-07,13,3
GIANT Yoghurt Flapjack Banana,1.0,1.12,0.08,1.2,2026-05-07 13:00:00,2026-05-07,13,3
"Leergut 0,08 EUR",4.0,0.27,0.05,0.32,2026-05-07 13:00:00,2026-05-07,13,3
"Leergut 0,15 EUR",1.0,0.13,0.02,0.15,2026-05-07 13:00:00,2026-05-07,13,3
"Leergut 0,25 EUR",2.0,0.42,0.08,0.5,2026-05-07 13:00:00,2026-05-07,13,3
Red Bull White Edition,1.0,1.07,0.2,1.27,2026-05-07 13:00:00,2026-05-07,13,3
DPG Vitamin Well Prepare,1.0,1.64,0.31,1.95,2026-05-07 13:00:00,2026-05-07,13,3
Welde Slow,2.0,2.85,0.55,3.4,2026-05-07 13:00:00,2026-05-07,13,3
Welde Alkoholfrei,2.0,2.86,0.54,3.4,2026-05-07 13:00:00,2026-05-07,13,3
"Coca Cola Zero 0,4L Glas Mehrweg",1.0,1.26,0.24,1.5,2026-05-07 13:00:00,2026-05-07,13,3
Knoppers,1.0,0.47,0.03,0.5,2026-05-07 14:00:00,2026-05-07,14,3
Gefüllter Triple Chocolate Muffin,1.0,2.05,0.15,2.2,2026-05-07 14:00:00,2026-05-07,14,3
Berliner Brezel 70g FB,1.0,1.68,0.12,1.8,2026-05-07 15:00:00,2026-05-07,15,3
M Candy Schokoerdnüsse,1.0,1.78,0.12,1.9,2026-05-07 15:00:00,2026-05-07,15,3
La Cornetto Haselnuss,1.0,1.87,0.13,2.0,2026-05-07 15:00:00,2026-05-07,15,3
"Leergut 0,25 EUR",4.0,0.84,0.16,1.0,2026-05-07 15:00:00,2026-05-07,15,3
"Red Bull 0,25",3.0,2.15,0.4,2.55,2026-05-07 15:00:00,2026-05-07,15,3
Red Bull Sea Blue Edition,1.0,0.71,0.14,0.85,2026-05-07 15:00:00,2026-05-07,15,3
Beef Jerky Original,1.0,2.34,0.16,2.5,2026-05-07 16:00:00,2026-05-07,16,3
HofEis Joghurt Heidelbeere 130ml,1.0,2.34,0.16,2.5,2026-05-07 17:00:00,2026-05-07,17,3
Disposable cutlery set,1.0,0.25,0.05,0.3,2026-05-07 17:00:00,2026-05-07,17,3
M&M Peanut,1.0,0.93,0.07,1.0,2026-05-07 18:00:00,2026-05-07,18,3
Oreo Classic,1.0,2.71,0.19,2.9,2026-05-07 18:00:00,2026-05-07,18,3
Beef Jerky Original,1.0,2.34,0.16,2.5,2026-05-07 18:00:00,2026-05-07,18,3
Haribo Tropifrutti 100g. 30St.,1.0,0.93,0.07,1.0,2026-05-07 18:00:00,2026-05-07,18,3
HofEis Erdbeere Sorbet 130ml,1.0,2.33,0.17,2.5,2026-05-07 20:00:00,2026-05-07,20,3
BF ICE CREAM Himbeere Fichte 100ml Bio V,1.0,2.34,0.16,2.5,2026-05-07 20:00:00,2026-05-07,20,3
HOMEMADE Breakfastcup 285g,1.0,2.9,0.2,3.1,2026-05-07 21:00:00,2026-05-07,21,3
Shot Himbeere Ingwer 60ml,1.0,1.85,0.35,2.2,2026-05-07 21:00:00,2026-05-07,21,3
Currywurst Snack,1.0,1.68,0.12,1.8,2026-05-08 08:00:00,2026-05-08,8,4
Mexicana Stange,1.0,1.68,0.12,1.8,2026-05-08 08:00:00,2026-05-08,8,4
XL Laugenbrezel 130g FG,1.0,1.31,0.09,1.4,2026-05-08 08:00:00,2026-05-08,8,4
HOMEMADE BUN HAM,1.0,2.34,0.16,2.5,2026-05-08 08:00:00,2026-05-08,8,4
Airwaves Menth & Eucalypt Box,1.0,2.71,0.19,2.9,2026-05-08 12:00:00,2026-05-08,12,4
"Leergut 0,25 EUR",6.0,1.26,0.24,1.5,2026-05-08 12:00:00,2026-05-08,12,4
Red Bull Green Edition,1.0,0.71,0.14,0.85,2026-05-08 12:00:00,2026-05-08,12,4
"Red Bull 0,25",5.0,4.28,0.81,5.09,2026-05-08 12:00:00,2026-05-08,12,4
Mionetto Treviso Prosecco Frizzante,1.0,6.64,1.26,7.9,2026-05-08 13:00:00,2026-05-08,13,4
"Leergut 0,25 EUR",4.0,0.84,0.16,1.0,2026-05-08 13:00:00,2026-05-08,13,4
"Red Bull 0,25",2.0,2.14,0.4,2.54,2026-05-08 13:00:00,2026-05-08,13,4
DPG Vitamin Well Reload,1.0,1.64,0.31,1.95,2026-05-08 13:00:00,2026-05-08,13,4
DPG Vitamin Well Prepare,1.0,1.64,0.31,1.95,2026-05-08 13:00:00,2026-05-08,13,4
GIANT Flapjack Blueberry,1.0,1.12,0.08,1.2,2026-05-08 14:00:00,2026-05-08,14,4
"Leergut 0,25 EUR",2.0,0.42,0.08,0.5,2026-05-08 14:00:00,2026-05-08,14,4
"Red Bull 0,25",1.0,0.72,0.13,0.85,2026-05-08 14:00:00,2026-05-08,14,4
Red Bull Sea Blue Edition,1.0,0.71,0.14,0.85,2026-05-08 14:00:00,2026-05-08,14,4
Knoppers,1.0,0.47,0.03,0.5,2026-05-08 15:00:00,2026-05-08,15,4
BF ICE CREAM Himbeere Fichte 100ml Bio V,1.0,2.34,0.16,2.5,2026-05-08 15:00:00,2026-05-08,15,4
Disposable cutlery set,1.0,0.25,0.05,0.3,2026-05-08 15:00:00,2026-05-08,15,4
GO FRESH Pastasalat Lyoner Erbse,1.0,3.27,0.23,3.5,2026-05-08 15:00:00,2026-05-08,15,4
GO FRESH Wrap Tomat Mozza,1.0,3.55,0.25,3.8,2026-05-08 15:00:00,2026-05-08,15,4
Protein Bar Chocolate,1.0,0.93,0.07,1.0,2026-05-08 16:00:00,2026-05-08,16,4
Protein Bar Vanilla Stracci,1.0,0.94,0.06,1.0,2026-05-08 16:00:00,2026-05-08,16,4
La Nogger Choc,1.0,1.87,0.13,2.0,2026-05-08 16:00:00,2026-05-08,16,4
La Magnum Classic,1.0,2.52,0.18,2.7,2026-05-08 16:00:00,2026-05-08,16,4
"Leergut 0,08 EUR",4.0,0.27,0.05,0.32,2026-05-08 16:00:00,2026-05-08,16,4
Welde Slow,2.0,2.85,0.55,3.4,2026-05-08 16:00:00,2026-05-08,16,4
Welde Naturradler,2.0,2.86,0.54,3.4,2026-05-08 16:00:00,2026-05-08,16,4
Barebells Soft Protein Coco Choco 55g,1.0,3.08,0.22,3.3,2026-05-08 17:00:00,2026-05-08,17,4
GO FRESH Sandw Käse,1.0,3.55,0.25,3.8,2026-05-08 17:00:00,2026-05-08,17,4
Brown Donut,1.0,1.4,0.1,1.5,2026-05-08 17:00:00,2026-05-08,17,4
HOMEMADE Breakfastcup 285g,1.0,2.9,0.2,3.1,2026-05-08 17:00:00,2026-05-08,17,4
Koro Protein Bar Schoko Brownie,1.0,2.34,0.16,2.5,2026-05-08 17:00:00,2026-05-08,17,4
Koro Protein Bar Butter Cups,1.0,2.34,0.16,2.5,2026-05-08 17:00:00,2026-05-08,17,4
"Leergut 0,25 EUR",2.0,0.42,0.08,0.5,2026-05-08 17:00:00,2026-05-08,17,4
Hochwald Eis Macchiato,1.0,1.31,0.09,1.4,2026-05-08 17:00:00,2026-05-08,17,4
"Red Bull 0,25",1.0,1.07,0.2,1.27,2026-05-08 17:00:00,2026-05-08,17,4
Knoppers,1.0,0.47,0.03,0.5,2026-05-08 22:00:00,2026-05-08,22,4
Coffee Cup Small,1.0,1.26,0.24,1.5,2026-05-08 22:00:00,2026-05-08,22,4
Beef Jerky Original,2.0,4.67,0.33,5.0,2026-05-09 09:00:00,2026-05-09,9,5
Beef Jerky Sweet & Hot,1.0,2.34,0.16,2.5,2026-05-09 09:00:00,2026-05-09,9,5
"Leergut 0,25 EUR",1.0,0.21,0.04,0.25,2026-05-09 09:00:00,2026-05-09,9,5
DPG Vitamin Well Reload,1.0,1.64,0.31,1.95,2026-05-09 09:00:00,2026-05-09,9,5
La Magnum Almond,1.0,2.52,0.18,2.7,2026-05-09 14:00:00,2026-05-09,14,5
Starbucks Caffé Latte,1.0,2.76,0.19,2.95,2026-05-09 14:00:00,2026-05-09,14,5
"Leergut 0,25 EUR",2.0,0.42,0.08,0.5,2026-05-09 15:00:00,2026-05-09,15,5
"Red Bull 0,25",2.0,1.43,0.27,1.7,2026-05-09 15:00:00,2026-05-09,15,5
HofEis Stracciatella 130ml,1.0,2.34,0.16,2.5,2026-05-09 16:00:00,2026-05-09,16,5
Beef Jerky Sweet & Hot,1.0,2.34,0.16,2.5,2026-05-09 17:00:00,2026-05-09,17,5
Hanuta 2er 44g,1.0,0.93,0.07,1.0,2026-05-09 17:00:00,2026-05-09,17,5
"Leergut 0,15 EUR",1.0,0.13,0.02,0.15,2026-05-09 17:00:00,2026-05-09,17,5
"Mezzo Mix 0,4L Glas Mehrweg",1.0,1.26,0.24,1.5,2026-05-09 17:00:00,2026-05-09,17,5
La Cornetto Haselnuss,1.0,1.87,0.13,2.0,2026-05-10 12:00:00,2026-05-10,12,6
Haribo Goldbären 100g,1.0,0.93,0.07,1.0,2026-05-10 12:00:00,2026-05-10,12,6
BLACK FOREST ICE CREAM Vanille 100ml Bio,1.0,2.34,0.16,2.5,2026-05-10 15:00:00,2026-05-10,15,6
La Magnum Almond,1.0,2.52,0.18,2.7,2026-05-10 15:00:00,2026-05-10,15,6
M&M Peanut,1.0,0.93,0.07,1.0,2026-05-10 16:00:00,2026-05-10,16,6
Icefrocks Premium Eiswürf,1.0,2.34,0.16,2.5,2026-05-10 16:00:00,2026-05-10,16,6
Beef Jerky Original,1.0,2.34,0.16,2.5,2026-05-10 18:00:00,2026-05-10,18,6
La Magnum Almond,1.0,2.52,0.18,2.7,2026-05-10 18:00:00,2026-05-10,18,6
La Cornetto Haselnuss,1.0,1.87,0.13,2.0,2026-05-10 18:00:00,2026-05-10,18,6
Manner Neapolitaner Schnitten 75g,1.0,0.93,0.07,1.0,2026-05-11 10:00:00,2026-05-11,10,0
Protein Bar Chocolate,1.0,0.93,0.07,1.0,2026-05-11 10:00:00,2026-05-11,10,0
Berliner Brezel 70g FB,1.0,1.68,0.12,1.8,2026-05-11 10:00:00,2026-05-11,10,0
Filly Nut Donut,1.0,1.4,0.1,1.5,2026-05-11 10:00:00,2026-05-11,10,0
Beef Jerky Original,1.0,2.34,0.16,2.5,2026-05-11 10:00:00,2026-05-11,10,0
Studentenfutt,2.0,3.74,0.26,4.0,2026-05-11 10:00:00,2026-05-11,10,0
Laugenbrezel mit Butter,2.0,3.36,0.24,3.6,2026-05-11 10:00:00,2026-05-11,10,0
"Leergut 0,15 EUR",4.0,0.52,0.08,0.6,2026-05-11 10:00:00,2026-05-11,10,0
"Leergut 0,25 EUR",2.0,0.42,0.08,0.5,2026-05-11 10:00:00,2026-05-11,10,0
Red Bull White Edition,1.0,1.07,0.2,1.27,2026-05-11 10:00:00,2026-05-11,10,0
DPG Vitamin Well Reload,1.0,1.64,0.31,1.95,2026-05-11 10:00:00,2026-05-11,10,0
"Mezzo Mix 0,4L Glas Mehrweg",2.0,2.52,0.48,3.0,2026-05-11 10:00:00,2026-05-11,10,0
"Coca Cola 0,4L Glas Mehrweg",1.0,1.26,0.24,1.5,2026-05-11 10:00:00,2026-05-11,10,0
